title,abstract,keywords,issue_vol,issue_no,url
نظریه طراحی بازار و کاربرد آن در بازار نیروی کار پزشکی ایران (در بخش دولتی),"
انواع مختلف بیکاری از دیرباز یکی از موضوعات مهم و کلیدی دانش اقتصاد بوده است. در برخی مواقع این بیکاری نه به واسطه موقعیت­های کمِ شغلی بلکه به­علت عدمِ­توزیع مناسب نیروی کار به­وجود می­آید. به­گواه آمار، بازار نیروی کار پزشکی ایران هم با این مشکل مواجه است. به این مفهوم که تعداد نیروی کار پزشکی در شهرهای بزرگ زیاد بوده و با مازاد عرضه مواجه هستیم و این تعداد در شهرهای کوچک و روستاها اندک، و مازاد تقاضا را شاهد هستیم. این نوع خاص از بیکاری را می­توان نوعی از شکست بازار دانست که این شکست، نیاز به طراحی بازار در این حوزه را مشخص می­سازد و در واقع، این طراحی نوعی راه­حل برای برون رفت از این مشکل تلقی می­شود. این حوزه، زیرمجموعه­ای از نظریه بازی­هاست که گسترش آن نیازمند همکاری طیف وسیعی از متخصصان می­باشد. 
     در این مقاله، با بهره‌گیری از تئوری تطبیق که خود زیرشاخه­ای از طراحی بازار است به تحلیل این بازار می‌پردازیم.
     در پایان با بهره­گیری از یک بازار آزمایشی و ارائه مدلی برای آن، پیشنهاداتی را برای اصلاح بازار نیروی کار پزشکی عنوان می‌کنیم. 
 
                    ","توزیع مناسب نیروی کار, نیروی کار پزشکی, طراحی بازار, تئوری تطبیق, نظریه بازی‌ها",15,4,https://ecor.modares.ac.ir/article-18-11513-fa.html
استخراج منحنی فیلیپس با استفاده از الگوی باز تعادل عمومی پویای تصادفی: مطالعه موردی اقتصاد ایران,"
در پژوهش حاضر، به استخراج  منحنی فیلیپس کینزی جدید برای ایران با استفاده از الگوهای تعادل عمومی پویای تصادفی در شرایط اقتصاد باز پرداخته شده است. 
برای این منظور، با توجه به اهمیت پایداری تورم در ایران، از یک منحنی فیلیپس کینزی جدید پیوندی و همچنین با توجه به اطلاعات منتشر شده از سوی بانک مرکزی ج. ا. ا.، داده‌های مورد نیاز برای سال‌های  90-1350 استفاده شده است. 
بر اساس یافته‌های پژوهش حاضر، در تعیین تورم دوره جاری، تورم با وقفه از اهمیت بیشتری نسبت به تورم مورد انتظار برخوردار است. همچنین نتایج این تحقیق نشان می دهد که اثرات تورمی تکانه‌های پولی بیشتر از اثرات واقعی آن است. به عبارت دیگر، اثر اولیه یک تکانه پولی بر تورم بیشتر از تولید می باشد. علاوه بر این، تکانه‌های درآمد نفتی و تکانه فناوری، سبب افزایش همزمان تولید و تورم می‌شود. 
کاهش ارتباط پایه پولی با درآمدهای نفتی،سرمایه‌گذاری در پژوهش های تحقیق و توسعه (R&D) و انضباط پولی، پیشنهادهای سیاستی پژوهش حاضر را تشکیل می دهند.
","منحنی فیلیپس کینزی جدید, تورم, اقتصاد ایران",15,4,https://ecor.modares.ac.ir/article-18-1647-fa.html
مقایسه مصرف کالاهای اساسی خانوارهای فقیر و متوسط قبل و بعد از نقدی سازی یارانه ها,"
هدف ما از انجام این تحقیق، بررسی تغییرات مصرف خانوارهای فقیر و متوسط از کالاهای اساسی (نان، برنج، شیر، روغن نباتی، قند و شکر) و اندازه گیری آن قبل و بعد از نقدی کردن یارانه ها به منظور حمایت از امنیت غذایی خانوارهای فقیر و متوسط می باشد. 
     جامعه آماری پژوهش، خانوارهای فقیر (دهک­های3-1) و متوسط (دهک­های7-4) شهری در کل ایران می­باشد. دوره زمانی انجام این تحقیق از ابتدای سال 1386 لغایت پایان سال 1390 در نظر گرفته شده  است.
     به منظور بررسی ارتباط بین متغیر وابسته (مصرف کالاهای اساسی) با متغیرهای مستقل (درآمد، قیمت و میانگین موزون مصرفی خانوارها) از تحلیل رگرسیون چندگانه است، و به منظور مقایسه مصرف خانوارهای مورد پژوهش طی دو دوره قبل و بعد از هدفمندی، از آزمون T  استفاده شده است.
     جمع آوری اطلاعات این تحقیق به صورت بررسی کتابخانه ای، مطالعه و بررسی اسناد و مدارک و در نهایت پایگاه های اطلاعاتی بانک مرکزی و مرکز آمار ایران بوده و پس از جمع‌آوری اطلاعات، داده‌ها با استفاده از نرم‌افزارهای اقتصادسنجی EVeiws و SPSS طی شش فرضیه مورد پردازش قرار گرفته و نتایج به دست آمده از مدل رگرسیون و آزمون T نشان داد که پس از هدفمند کردن یارانه ها، مصرف تمام کالاهای مورد بررسی نان، برنج، روغن نباتی و قندوشکر در خانوارهای فقیر و متوسط کاهش داشته است.
 
                    ","یارانه های نقدی, کالاهای ضروری, خانوارهای فقیر و متوسط",15,4,https://ecor.modares.ac.ir/article-18-5464-fa.html
رابطه توسعه مالی و نابرابری درآمدی در ایران,"
مطالعه­ حاضر، به بررسی رابطه­ توسعه مالی و نابرابری درآمدی در ایران با استفاده از داده­های سالیانه­ سری زمانی طی دوره 89-1352 می­پردازد. در این تحقیق از رویکرد آزمون کرانه ها برای بررسی روابط میان متغیرها بهره گرفته شده و از دو شاخص متفاوت نسبت اعتبارات اعطایی به بخش خصوصی به تولید ناخالص داخلی و نسبت نقدینگی به تولید ناخالص داخلی برای توسعه مالی استفاده گردیده است. نتایج نشان می دهد که رابطه خطی و منفی میان توسعه مالی و نابرابری درآمدی وجود دارد و توسعه مالی به طور معنی دار، نابرابری درآمدی را در ایران کاهش داده است؛ اما شواهدی مبنی بر وجود رابطه به شکل U معکوس میان توسعه مالی و نابرابری درآمدی که توسط گرینوود و جوانویک ارائه گردیده، یافت نشد و همچنین نتایج حاکی از آن است که کیفیت نهادی بهتر منجر به کاهش نابرابری درآمدی در ایران شده است.
","توسعه مالی, نابرابری درآمدی, رویکرد آزمون کرانه ها",15,3,https://ecor.modares.ac.ir/article-18-4637-fa.html
تأثیر افزایش قیمت شیر بر خالص رفاه گروه‌های مختلف درآمدی شهری در ایران,"
                    سیاستگذاری مناسب در ارتباط با شیر از اهمیت بالایی برخوردار است و هرگونه نوسان در قیمت آن بر سطح رفاه خانوار تأثیر می­گذارد. این مطالعه با هدف بررسی تأثیر افزایش قیمت شیر بر رفاه گروه­های مختلف درآمدی شهری با استفاده از داده­های سری زمانی (88-1361) صورت گرفته است. بدین منظور ابتدا رابطه­ تقاضای سرانه شیر با متغیرهای قیمت متوسط و درآمد سرانه قابل تصرف مورد بررسی قرار گرفته و سپس این رابطه برای پنج گروه درآمدی شهری با استفاده از الگوی خود توضیح با وقفه­های گسترده (ARDL) برآورد شده است. نتایج حاکی از آن است که تغییرات جبرانی و رفاه، روند نزولی را طی می­کنند. بدین معنی که با حذف یارانه شیررفاه گروه­های پایین درآمدی شهری نسبت به گروه­های بالای درآمدی، بیشتر دست­خوش تغییرات می­شوند و به دلیل پایین بودن درآمد این گروه، جبران این ضرر مشکل می­باشد. چنانچه هزینه­ ناشی از این حذف توسط دولت به طور مساوی در بین خانوارها تقسیم گردد، نه تنها این باز توزیع نمی­تواند افزایش قیمت را برای هیچیک از گروه­ها جبران کند، بلکه از طرفی گروه­های بالای درآمدی از درآمد بیشتری منتفع می­گردند.
                    ","یارانه, تغییر قیمت شیر, تغییر جبرانی, خالص رفاه مصرف‌کننده, گروه‌های مختلف درآمدی",15,3,https://ecor.modares.ac.ir/article-18-1112-fa.html
غرامت‌های بیکاری منطقه‌ای در بازار مسکن استان‌های ایران,"
مهاجرت نیروی کار در سطح مناطق به تفاوت‌های منطقه‌ای نرخ بیکاری عکس العمل نشان می‌دهد و نرخ بیکاری با اجزاء بنیادی بازار مسکن در ارتباط است. در این مطالعه، ارتباط بازار نیروی کار و مسکن در 30 استان کشور و با به کارگیری مدل ورمولن و امرن (2005) و استفاده از روش داده‌های ترکیبی (پانل دیتا) برای مناطق و روش خودرگرسیون با وقفه های گسترده (ARDL) برای کل کشور، روابط بین متغیرها در دوره زمانی 1390-1380 تجزیه و تحلیل می شود. نتایج مشاهدات نشان می‌دهد که اکثر استان‌هایی که از میانگین بالای قیمت مسکن برخوردار هستند، میانگین و نوسان پایین بیکاری را نیز دارند. کارگران در مناطقی با بیکاری بالا از طریق بازار مسکن جبران غرامت می‌شوند، زیرا در این مناطق قیمت زمین و مسکن و هزینه های زندگی نسبت به مناطق با بیکاری کمتر، پایین تر می‌باشد. همچنین با وجود خطر بیکاری، تمایل خانوارها به دریافت وام مسکن کاهش می یابد و در نتیجه، قیمت مسکن کاهش می‌یابد. خطر بیکارشدن، نااطمینانی درآمدی را افزایش می‌دهد و بنابراین، قیمت مسکن را کاهش خواهد داد.  این مساله ارتباط منفی میان قیمت مسکن و نرخ بیکاری را نشان می‌دهد. همچنین آزمون علیت گرنجر نیز حاکی از ارتباط دوطرفه میان قیمت مسکن و نرخ بیکاری است. مناطقی که از نرخ بیکاری بالاتری برخوردارند، توسط شرایط بهتر بازار مسکن جبران غرامت می‌شوند؛ یعنی سطح قیمت مسکن در این مناطق پایین‌تر است. از این رو، ارتباط منفی میان قیمت مسکن و نرخ بیکاری در استان‌های کشور وجود دارد. تحلیل های رگرسیونی ارتباط میان نرخ بیکاری و قیمت مسکن را منفی نشان می‌دهد و در مطالعه داده های پانلی، ضریب یاد شده در استان‌های مختلف متفاوت است که منعکس کننده غرامت بیکاری در سطح مناطق می باشد. در مناطقی که از میانگین قیمت مسکن پایین تری نسبت به سایر استآنهابرخوردار می‌باشند، تأثیر بیکاری بر قیمت مسکن بیشتر از سایر استان‌هامی‌باشد. بنابراین پایین بودن قیمت مسکن این مناطق با بازار نیروی کار آن‌ها ارتباط بالاتری نسبت به بقیه مناطق دارد.  
","تفاوت‌های بیکاری منطقه‌ای, بازار زمین و مسکن, پانل دیتا",15,3,https://ecor.modares.ac.ir/article-18-7954-fa.html
تحلیل تعادل عمومی اثرات ورود نیروی کار ساده و خروج نیروی کار ماهر در بازار کار ایران,"
ورود و خروج نیروی کار، بازار کار و سطح تولید کشور را تحت تأثیر قرار می‌دهد. هدف این مقاله بررسی آثار خروج نیروی کار ماهر ایرانی و ورود نیروی کار ساده خارجی بر اشتغال نیروی کار و سطح فعالیت بخش­های اقتصادی ایران با استفاده از یک مدل تعادل عمومی محاسبه­پذیر چندبخشی است که در آن بازار دو نوع نیروی کار ماهر و غیرماهر وجود دارد. برای کالیبراسیون این الگو، ماتریس داده­های خرد اشتغال (شکل تعدیل شده ماتریس حسابداری اجتماعی)، توسط مؤلفین طراحی شده است. در این تحقیق اثر افزایش 10 درصدی نیروی کار ساده و کاهش 10 درصدی نیروی کار ماهر مورد بررسی قرار گرفته است. نتایج پژوهش نشان می­دهند خروج نیروی کار ماهر از ایران و ورود نیروی کار ساده خارجی سبب افزایش دستمزد نیروی کار ماهر می­شود. همچنین اشتغال نیروی کار ساده در همه بخش‌ها بجز بخش کشاورزی افزایش می­یابد. اما علی رغم افزایش دستمزد نیروی کار ماهر، درآمد داخلی کشور کاهش می یابد. سطح تولید بخش‌های مختلف نیز بین 9/2% تا 9/3% کاهش می‌یابد. در این بین بخش‌های خدمات، صنایع و فلزات با بیشترین کاهش در سطح تولید مواجه خواهند شد.  
","مهاجرت نیروی کار, اشتغال, تعادل عمومی, ماتریس داده‌های خرد",15,3,https://ecor.modares.ac.ir/article-18-6121-fa.html
بهینه یابی تأمین منابع انرژی با هدف تولید برق، چشم انداز ایران در افق 1404,"
با توجه به نیاز روز افزون جوامع امروزی به انرژی برای تأمین نیازهای متفاوت، دانشمندان و محققان کشورهای متعددی از جمله ایران، رویکردی اساسی نسبت به دستیابی به انرژی های تجدیدپذیر در دستور کار خود قرار داده­اند. دانشمندان معتقدند انرژی های تجدیدپذیر و پاک با توجه به محدود بودن سوخت های فسیلی و آلودگی محیط زیست می توانند به اولین گزینه برای تولید انرژی تبدیل شوند.کشور ما به دلیل موقعیت جغرافیایی، ظرفیت های متعددی در حوزه تولید انرژی های نوین و تجدیدپذیر دارد. این مساله به ضرورت وجود یک الگوی بهینه جهت توسعه استفاده از انرژی­های تجدیدپذیر تأکید می­کند. از این رو در این تحقیق، هدف اصلی ارائه الگوی بهینه توسعه انرژی­های تجدیدپذیر بوده که علاوه بر تأمین برق مورد نیاز، باعث کاهش آلودگی زیست محیطی می­شود. در این مطالعه، با مینیمم کردن تابع هزینه و با توجه به سه گروه محدودیت منابع، تقاضا و فنی و با استفاده از تکنیک بهینه­سازی استوار، الگوی مورد نظر برای افق بلندمدت 1404پیشنهاد شده است. بر طبق نتایج این الگوی بهینه، 15درصد تولید برق از انرژی خورشیدی در افق 1404پیشنهاد می­شود.
","انرژی‌های تجدیدپذیر, انرژی‌خورشیدی, الگوی بهینه, بهینه‌سازی استوار, ایران",15,3,https://ecor.modares.ac.ir/article-18-585-fa.html
بررسی تأثیر متغیرهای کلان اقتصادی بر رفتار وام‌دهی بانک مسکن,"
از آنجاکه بسیاری از بخش‎های اقتصادی بخصوص بخش مسکن نیازمند اخذ وام از بانک‎ها می‎باشند، تغییر در رفتار وام‎دهی بانک ها در اثر تغییر در متغیرهای کلیدی اقتصاد، ممکن است فعالیت اقتصادی آنها را با مخاطرات جدی مواجه کند. از این رو، در این مطالعه رفتار وام‎دهی بانک مسکن طی دوره 90-1370 با استفاده از مدل اقتصادسنجی خودرگرسیون برداری (VAR) مدل سازی شد. نتایج تخمین مدل VECM بلندمدت نشان داد که از بین متغیرهای کلیدی اقتصاد، تغییرات عرضه کل پول، نرخ تورم و نوسانات قیمت سهام در بلندمدت، دارای تأثیر معکوس و تغییرات نرخ ارز، دارای تأثیر مستقیم بر رفتار وام‎دهی بانک مسکن می باشد. همچنین نتایج تخمین مدل VECM کوتاه مدت نشان داد که تغییرات عرضه کل پول در کوتاه مدت، دارای تأثیر مستقیم، و نرخ تورم، نرخ ارز و نوسانات قیمت سهام، فاقد تأثیر معنی دار بر رفتار وام‎دهی بانک مسکن می باشند. 
","نرخ ارز, نوسانات قیمت سهام, رفتار وام‎دهی بانک مسکن, مدل تصحیح خطای برداری (VECM)",15,3,https://ecor.modares.ac.ir/article-18-490-fa.html
آزمون خنثایی و ابرخنثایی بلندمدت پول در اقتصاد ایران: کل و زیربخش کشاورزی,"
برای آزمون خنثایی و ابرخنثایی بلندمدت پول، رهیافت فیشر- سیتر بر داده‌های اقتصاد ایران، در دوره‌ سال های 87-1367 اعمال گردید. نتایج حاکی از آن است که کلیت پولی M2 نسبت به متغیرهای واقعی GDP و تولید کشاورزی به قیمت ثابت خنثی می‌باشد. در  مورد متغیر اسمی تولید کشاورزی به قیمت جاری با اطمینان بالایی می‌توان خنثی بودن M2 را رد کرد. نتیجه برای متغیر اسمی GDP به قیمت جاری بسته به نوع آزمون ریشه واحد استفاده شده، متفاوت است. همچنین نتایج نشان داد که ابرخنثایی M2 فقط برای GDP به قیمت ثابت تأیید گردید و در سه متغیر دیگر، این امر رد می‌شود. 
","بخش کشاورزی, تولید ناخالص داخلی, رهیافت فیشر- سیتر, خنثایی و ابرخنثایی بلندمدت پول",15,3,https://ecor.modares.ac.ir/article-18-8048-fa.html
گسترش حق رأی، دموکراسی و نابرابری درآمدها: یک الگوی نظری و برخی شواهد از ایران,"
نابرابری در توزیع درآمد و ثروت به مثابه­ یک شاخص اقتصادی- اجتماعی از حساس­ترین متغیرهای سیاستی است که احتمال اثرپذیری آن از ساختارهای سیاسی بسیار زیاد است. بر این اساس، روند دموکراتیزه شدن در قرون اخیر که با گسترش حقّ رأی همراه بوده، سیری از تحوّلات اقتصادی را موجب گردیده که از جمله آنها مسأله­ بسیار مورد مناقشه­ توزیع مجدّد درآمد و نابرابری درآمد و ثروت است. برای بررسی این موضوع، از رویکرد اقتصاد خرد نئوکلاسیک و یک اقتصاد فرضی بهره گرفته و چگونگی تأثیرپذیری توزیع مجدد و نابرابری درآمدها از گسترش حقّ رأی در جامعه­ای که ارکان قدرت سیاسی و اقتصادی آن در اختیار طبقه ممتاز اشراف و ثروتمندان است، نشان داده می­شود. در این چارچوب تحلیلی، هر چه حق رأی در جامعه گسترش می­یابد و به طبقات اجتماعی فقیرتر نفوذ می­کند، نرخ بهینه­ مالیاتی افزایش یافته و توزیع مجدد درآمد به سمت اقشار فقیر وسیع­تر می­گردد و لذا نابرابری کاهش می­یابد. شواهد به دست آمده برای ایران حکایت از آن دارد که دموکراسی را می­توان عاملی تعیین­کننده در توزیع یا باز توزیع درآمدها دانست.
","دموکراسی, حق رأی, نرخ بهینه‌ مالیاتی, توزیع مجدّد, نابرابری",15,3,https://ecor.modares.ac.ir/article-18-2121-fa.html
بررسی اثرات متقابل سطح تمرکز، سودآوری، تحقیق و توسعه و تبلیغات در صنایع کارخانه‌ای ایران,"
هدف تحقیق حاضر، بررسی اثرات متقابل سطح تمرکز بازار، سودآوری، تحقیق و توسعه و تبلیغات در صنایع کارخانه‌ای ایران است. برای این منظور داده‌های فصلی صنایع‌کارخانه‌ای ایران بر اساس طبقه‌بندی استاندارد بین المللی فعالیت‌های صنعتی (ISIC)[1] جمع‌آوری و با استفاده از الگوی تصحیح خطای برداری (VECM)،[2] اثرات متقابل عناصر مختلف ساختاری، رفتاری و عملکردی بازار، در رشته‌ فعالیت‌های مختلف صنعتی، طی سال‌های 86-1375 مورد ارزیابی قرار گرفته است. در مجموع نتایج تحقیق نشان می‌دهد که نوآوری و تحقیق و توسعه در صنایع کارخانه‌ای ایران با سطح تمرکز و سودآوری صنایع در بلندمدت ارتباط دارد، اگر چه نمی‌توان فرضیه عدم تأثیرگذاری تبلیغات به عنوان یک متغیر رفتاری را بر تحقیق و توسعه رد کرد. با توجه به معنی‌داری ضرایب تعدیل متغیرهای ساختاری و عملکردی بازار در بردار همگرایی، فرضیه برونزایی ضعیف این متغیرها را نمی‌توان پذیرفت و لذا همان­گونه که تمرکز و سودآوری صنایع بر تحقیق و توسعه اثر بلندمدت دارند، از این عنصر نیز در بلندمدت اثرپذیر خواهند بود. از طرف دیگر،سطح تمرکز و سودآوری می‌‌توانند حدود50 درصد تغییرات نوآوری و تحقیق و توسعه را توضیح دهند، اما در بلندمدت سودآوری نسبت به تمرکز سهم بیشتری در توضیح این نوسانات دارد. لذا می‌توان گفت که در بلندمدت عنصر عملکرد بیشترین سهم در توضیح تغییرات عنصر رفتاری بازار را دارد که با دیدگاه مکتب شیکاگو سازگارتر است.  [1]. International Standard Industrial Classification [2]. Vector Error Correction Model
                    ","عناصر بازار, ساختار, رفتار, عملکرد, نوآوری, تحقیق و توسعه, تمرکز, سودآوری, تبلیغات, صنایع کارخانه‌ای, تصحیح خطای برداری, هم انباشتگی",15,3,https://ecor.modares.ac.ir/article-18-1288-fa.html
ارتباط بین اندازه تحصیلات و شغل در ایران: کاربرد مدل وردوگو- وردوگو,"
در چند دهه­ی­ اخیر، عرضه­ی­ نیرویِ کار تحصیل­کرده به بازار کار افزایش یافته که موجب پدیدارشدن تحصیلات فرانیاز شده است. تحصیلات فرانیاز بالقوه پدیده­ای هزینه بر برای اقتصاد محسوب می­شود که  ضرورت بررسی این موضوع را نمایان می­سازد. دراین مقاله سعی شده استکه با روش میانگین تطابق تحقق یافته(RM)[1] و به کمک کدهای طبقه ­بندی مشاغل[2](ISCO) و با استفاده از داده­های طرح آمارگیری از ویژگی­های اجتماعی و اقتصادی خانوار سال1382 و به کمک مدل وردوگو– وردوگو[3]بهبررسی بازده سال­های تحصیل، تحصیلات فرانیاز و فرونیاز در ایران بپردازیم. در این راستا متغیرهای دیگری همچون جنسیت، تأهل و مالکیت (به لحاظ دولتی و خصوصی بودن) نیز مورد بررسی قرار می­گیرد. نتایج تحقیق نشان می­دهد که، بازده هرسال تحصیلات رسمی به طور متوسط 3/9% می­باشد و در صورت برابر بودن تحصیلاتِ افراد، افرادی که تحصیلات فرانیاز دارند، در مقایسه با افرادی که تحصیلات­شان فرانیاز نیست، درآمد کمتری کسب می­کنند و افراد دارای تحصیلات فرونیاز، نسبت بهکسانی که تحصیلاتشان فرونیاز نیست، درآمد بیشتری کسب می­کنند. همچنین اثر تجربه بر درآمدِ افراد، مثبت اما با نرخی کاهشی مشاهده می­شود و نیز مشاهده می­شود که زنان و مجردها، درآمد کمتری نسبت به سایرین کسب می­کنند.  [1]. Mean Realized Matches [2]. International Standard Classification of Occupations [3].Verdugo, R., & Verdugo, N. (1989).
                    ","تحصیلات فرانیاز, تحصیلات فرونیاز, مدل وردوگو- وردوگو, طبقه ‌بندی مشاغل ISCO",15,3,https://ecor.modares.ac.ir/article-18-6774-fa.html
به‌کارگیری الگوریتم ریاضی آلمن در حذف عناصر منفی جدول متقارن داده- ستانده با فرض تکنولوژی کالا,"
محاسبه جدول متقارن داده-­ ستانده متکی بر دو فرض تکنولوژی بخش و کالاست. اوّلی درایه‌های غیرمنفی در جدول را تضمین می‌کند ولی فاقد پایه نظری قابل قبول است. هر چند دومی، از پایه نظری نسبتاً قابل ‌قبولی برخوردار اما ظهور عناصر منفی در آن اجتناب‌ناپذیر و تفسیر اقتصادی عناصر منفی غیرممکن می‌باشد. دو نوع واکنش برای برون‌رفت از مساله ظهور عناصر منفی در برخورد تحلیلگران داده- ستانده مشاهده می‌شود. گروهی از تحلیلگران به طور کلی، فرض تکنولوژی کالا را رد می‌کنند، در حالی‌که گروهی از اقتصاددانان، بر این باورند که باید با این چالش مدارا نموده و از روش‌های حذف تدریجی عناصر منفی برای حل این مساله، استفاده کرد. 
     بانک مرکزی به منظور احتراز از ظهور عناصر منفی، فرض تکنولوژی بخش را مبنای محاسبه جداول متقارن سال‌های 1367 و 1378 قرار می‌دهد. حال آنکه، مرکز آمار ایران در ابتدا از فرض تکنولوژی بخش حمایت می‌کند و بر مبنای آن، جدول متقارن سال 1365 را محاسبه می‌کند، پس از آن، عبارت «عمدتاً فرض تکنولوژی کالا با تعدیلاتی در چارچوب تکنولوژی مختلط» را اساس استخراج جدول متقارن 1380 قرار می‌دهد. در گزارش‌های مرکز آمار ایران دقیقاً مشخص نیست که از کدام روش برای حذف عناصر منفی استفاده شده است. 
     ذکر این نکته ضرورت دارد که این مساله تاکنون مورد توجه پژوهشگران اقتصاد  داده- ستانده در ایران قرار نگرفته است. در این مقاله، با استفاده از الگوریتم ریاضی آلمن و بر مبنای ماتریس‌های ساخت و جذب مرکز آمار ایران برای سال 1380، برای نخستین‌بار در مطالعات مربوط به حوزه اقتصاد داده- ستانده ایران و ضمن استفاده از فرض تکنولوژی کالا، جدول داده- ستانده متقارنی را محاسبه می‌کنیم که فاقد عناصر منفی است و تراز جدول نیز حفظ می‌شود. 
     در این مطالعه، ارقام مستخرج از الگوریتم آلمن با ارقام متناظر در جدول متقارن مرکز آمار ایران مقایسه می‌گردند. یافته‌های تحقیق حاکی از آن است که در الگوریتم آلمن، میزان تعدیل‌های مورد نیاز روی جدول متقارن کالا در کالا با فرض تکنولوژی کالا بسیار کمتر از میزان تعدیل‌هایی است که مرکز آمار برای حذف درایه‌های منفی استفاده نموده است. به‌کارگیری روش مذکور برای محاسبه جداول متقارن آتی بویژه محاسبه جدول متقارن سال 1390 که اخیراً در دستور کار مرکز آمار ایران قرار گرفته است، پیشنهاد می‌گردد.
 
                    ","جدول متقارن, فرض تکنولوژی کالا, فرض تکنولوژی بخش, الگوریتم ریاضی آلمن",15,2,https://ecor.modares.ac.ir/article-18-11251-fa.html
شبیه سازی تابع مصرف و پیش‌بینی میزان مصرف ایران تا افق 1404 با استفاده از الگوریتم ژنتیک و الگوریتم بهینه سازی انبوه ذرات (PSO),"
مصرف یا مخارج مصرفی، یکی از عناصر کلیدی تحلیل­های کلان اقتصادی است که بخش مهمی از تقاضای کل در اقتصاد ایران را به خود اختصاص می­دهد. لذا تلاش در جهت پیش­بینی روند آتی این متغیر از اهمیت ویژه­ای برای سیاستگذاران برخوردار است.       در این مقاله با تکیه بر مبانی نظری مربوط به تابع مصرف، به تصریح مدل مصرف مناسب برای اقتصاد ایران با هدف دستیابی به پیش­بینی مطلوب پرداخته می­شود. لذا با هدف پیش بینی روند آتی مصرف بخش خصوصی در اقتصاد ایران تا سال 1404، با استفاده از مبانی نظری در زمینه توابع مصرف و به کارگیری آنها با دو ابزار الگوریتم ژنتیک و الگوریتم بهینه سازی انبوه ذرات، به شبیه سازی تابع مصرف خصوصی ایران طی سالهای 1388-1352 با تکیه بر نظریه مصرف فریدمن و نظریه مصرف دوزنبری پرداخته و سپس با استفاده از معیارهای انتخاب مدل رقیب، الگوریتم و مدل برتر انتخاب و اقدام به پیش بینی میزان مصرف تا سال 1404 شده است. کارآیی و دقت بیشتر الگوریتم (PSO) و سازگاری رفتار مصرفی در ایران با فروض مصرف دوزنبری و فرم نمایی تابع مصرف شبیه­سازی شده و نیز پیش­بینی افزایش میل متوسط به مصرف تا سال 1404 و در نتیجه، کاهش میل متوسط به پس انداز در این دوره از نتایج این مقاله اند.  
                    ","الگوریتم ژنتیک, الگوریتم بهینه سازی انبوه ذرات, شبیه سازی, مدل مصرف, درآمد دائمی, درآمد نسبی",15,2,https://ecor.modares.ac.ir/article-18-5314-fa.html
عوامل مؤثر بر نرخ مشارکت نیروی کار در بازار کار ایران,"
افزایش دانش آموختگان آموزش عالی بویژه حضور گسترده زنان در مؤسسات آموزشی و پژوهشی و افزایش تعداد فارغ التحصیلان زن نسبت به مرد در دانشگاه های کشور، یکی از مسائل جدی بازارهای آموزش و کار در دوران کنونی می باشد. درصورت فراهم نبودن شرایط اشتغال نیروی کار بویژه در سطح تحصیلات عالی ممکن است از انگیزه جوانان برای ادامه تحصیل در دانشگاه ها کاسته شود. 
     هدف این مقاله، شناسایی عوامل مؤثر بر نرخ مشارکت منابع انسانی در بازار کار ایران است.برای بررسی اثر متغیرهای اقتصادی و اجتماعی بر نرخ مشارکت نیروی کار، مدل نرخمشارکت با استفاده از مدل لوجیت  و  داده های بودجه خانوار سال های 1380 تا 1386، به صورت مقطعی و ترکیبی برای مردان و زنان برآورد شده است. 
     نتایج برآورد نشان می دهد که نرخ مشارکت در گروه های سنی میانی بیشترین است، افراد متاهل بیشتر از افراد مجرد و مجرد قبلاً ازدواج کرده در بازار کار مشارکت دارند، با افزایش مدرک تحصیلی، احتمال مشارکت بویژه در زنان افزایش می یابد، و درآمد سایر اعضای خانواده احتمال مشارکت در بازار کار را کاهش می دهد. 
 
","نرخ مشارکت نیروی کار, مدل لوجیت, عرضه نیروی کار, آموزش عالی, ایران",15,2,https://ecor.modares.ac.ir/article-18-11700-fa.html
